haricot;favorise;pasteque;8
haricot;favorise;carotte;6
haricot;favorise;celeri;2
haricot;favorise;feve;5
haricot;favorise;pomme de terre;4
haricot;favorise;epinard;8
haricot;favorise;laitue;6
haricot;favorise;bourrache officinale;8
haricot;favorise;capucine;7
haricot;favorise;sarriette;2
haricot;favorise;tournesol;7
haricot;favorise;absinthe;1
haricot;defavorise;poireau;0
haricot;defavorise;ail;0
haricot;defavorise;echalote;0
haricot;defavorise;ciboulette;0
haricot;defavorise;oignon;0
haricot;defavorise;fenouil;0
haricot;defavorise;pois;0
haricot;defavorise;courgette;0
haricot;defavorise;kiwi;0
inule visqueuse;favorise;olivier;10
inule visqueuse;attire;punaise;0
kiwi;favorise;pomme de terre;4
kiwi;defavorise;mais;0
kiwi;defavorise;haricot;0
kiwi;defavorise;mache;0
kiwi;defavorise;navet;0
kiwi;defavorise;oignon;0
laitue;favorise;chou;7
laitue;favorise;carotte;6
laitue;favorise;oignon;8
laitue;favorise;pois;3
laitue;favorise;cardon;8
laitue;favorise;betterave;7
laitue;favorise;courge;1
laitue;favorise;feve;5
laitue;favorise;fraisier des bois;9
laitue;favorise;melon;6
laitue;favorise;haricot;3
laitue;favorise;navet;7
laitue;favorise;poireau;1
laitue;favorise;artichaut;8
laitue;favorise;cerfeuil commun;10
laitue;favorise;aneth;2
laitue;favorise;lin;2
laitue;defavorise;persil;0
laitue;defavorise;celeri;0
laitue;defavorise;tournesol;0
laitue;defavorise;panais;0
laitue;defavorise;mais;0
laitue;repousse;altise du colza;0
laurier-sauce;defavorise;vigne;0
laurier-sauce;favorise;persil;6
laurier-sauce;defavorise;cerfeuil commun;0
lavande;favorise;rosier;1
lavande;favorise;agrume;3
lavande;repousse;fourmi;0
lavande;repousse;puceron;0
lavande;defavorise;melisse citronnelle;0
lin;favorise;carotte;6
lin;favorise;laitue;6
mache;defavorise;amarante;0
mache;defavorise;kiwi;0
mache;defavorise;chou;0
mache;favorise;poireau;1
mache;favorise;oignon;8
mache;favorise;fraisier des bois;9
mache;favorise;trefle blanc;5
mache;favorise;potiron;10
mais;defavorise;courgette;0
mais;favorise;haricot;3
mais;favorise;pois;3
mais;favorise;potiron;10
mais;defavorise;oignon;0
mais;defavorise;carotte;0
mais;defavorise;celeri;0
mais;defavorise;chou;0
mais;repousse;puceron;0
marjolaine;repousse;fourmi;0
marjolaine;favorise;piment;7
melilot;repousse;campagnol;0
melilot;attire;syrphide;0
melisse citronnelle;favorise;chou;7
melisse citronnelle;defavorise;sauge;0
melisse citronnelle;defavorise;lavande;0
melon;favorise;laitue;6
melon;favorise;basilic;10
menthe;favorise;pommier;10
menthe;favorise;poirier commun;4
menthe;favorise;camomille allemande;6
menthe;defavorise;fenouil;0
menthe;defavorise;asperge;0
menthe;defavorise;carotte sauvage;0
menthe;attire;bourdon;0
menthe;attire;coccinelle;0
menthe;attire;papillon;0
menthe;repousse;puceron;0
mildiou;defavorise;tomate;0
mildiou;defavorise;pomme de terre;0
morelle de balbis;repousse;doryphore;0
morelle de balbis;repousse;nematode;0
morelle de balbis;favorise;pomme de terre;4
mouche de la carotte;defavorise;carotte;0
moutarde;favorise;chou;7
moutarde;favorise;laitue;6
moutarde;defavorise;tournesol;0
moutarde;attire;syrphide;0
narcisse;repousse;campagnol;0
navet;favorise;epinard;8
navet;favorise;fraisier des bois;9
navet;defavorise;kiwi;0
navet;defavorise;sarriette;0
navet;defavorise;fenouil;0
navet;defavorise;chicoree;0
nematode;defavorise;fraisier des bois;0
nematode;defavorise;artichaut;0
nematode;defavorise;carotte;0
nematode;defavorise;pois;0
nematode;defavorise;epinard;0
nematode;defavorise;betterave;0
nematode;defavorise;chou;0
nematode;defavorise;chou-fleur;0
nematode;defavorise;chou-rave;0
nematode;defavorise;chou rouge;0
noisetier;attire;syrphide;0
noyer;repousse;campagnol;0
noyer;defavorise;tomate;0
noyer;defavorise;cassis;0
noyer;defavorise;chou;0
noyer;defavorise;rhubarbe;0
noyer;defavorise;pomme de terre;0
noyer;attire;syrphide;0
oeillet d'inde;repousse;puceron;0
oignon;favorise;carotte;6
oignon;favorise;laitue;6
oignon;favorise;mache;9
oignon;favorise;radis;5
oignon;favorise;trefle blanc;5
oignon;defavorise;haricot;0
oignon;defavorise;pois;0
oignon;defavorise;kiwi;0
oignon;repousse;puceron;0
oignon;repousse;mouche de la carotte;0
oignon;repousse;puceron de la carotte;0
origan;favorise;courge;1
origan;favorise;concombre;6
origan;favorise;piment;7
origan;favorise;vigne;9
origan;defavorise;chou;0
orme;attire;puceron;0
ortie;attire;punaise;0
ortie;attire;coccinelle;0
ortie;attire;carabe;0
panais;favorise;radis;5
panais;favorise;betterave;7
panais;favorise;chou-rave;10
panais;favorise;oignon;8
panais;defavorise;laitue;0
pasteque;favorise;haricot;3
pasteque;favorise;tomate;2
pasteque;favorise;chou;7
patate douce;favorise;haricot;3
patate douce;defavorise;poivron;0
patate douce;defavorise;piment;0
pecher;favorise;ail;4
pecher;favorise;ciboulette;2
pecher;favorise;raifort;1
pecher;favorise;fraisier des bois;9
pecher;favorise;chenopode blanc;1
pecher;favorise;verge d'or;6
pecher;favorise;tanaisie commune;4
pecher;favorise;absinthe;1
pecher;defavorise;erable;0
pecher;defavorise;orme;0
pecher;defavorise;noisetier;0
pecher;defavorise;fusain d'europe;0
persil;favorise;tomate;2
persil;favorise;oignon;8
persil;favorise;artichaut;8
persil;favorise;asperge;10
persil;defavorise;celeri;0
persil;defavorise;poireau;0
persil;defavorise;pois;0
persil;defavorise;laitue;0
phacelie;attire;abeille;0
phacelie;attire;bourdon;0
phacelie;repousse;puceron;0
phacelie;repousse;nematode;0
phacelie;attire;punaise;0
phacelie;attire;coccinelle;0
phacelie;attire;syrphide;0
phacelie;favorise;souci;2
pissenlit;favorise;ail;4
pissenlit;repousse;campagnol;0
poireau;favorise;carotte;6
poireau;favorise;celeri;2
poireau;favorise;asperge;10
poireau;favorise;laitue;6
poireau;favorise;mache;9
poireau;favorise;tomate;2
poireau;favorise;fenouil;3
poireau;favorise;artichaut;8
poireau;favorise;moutarde;2
poireau;favorise;cresson;2
poireau;defavorise;bette;0
poireau;defavorise;betterave;0
poireau;defavorise;chou;0
poireau;defavorise;haricot;0
poireau;defavorise;persil;0
poireau;defavorise;pois;0
poireau;favorise;fraisier des bois;9
poireau;repousse;mouche de la carotte;0
poirier commun;favorise;trefle blanc;5
poirier commun;favorise;nerprun alaterne;5
poirier commun;defavorise;genevrier;0
pois;favorise;ricin;1
pois;favorise;pomme de terre;4
pois;favorise;coriandre;4
pois;favorise;sarriette;2
pois;defavorise;oignon;0
pois;defavorise;ail;0
pois;defavorise;echalote;0
pois;defavorise;poireau;0
pois;defavorise;persil;0
poivron;favorise;tomate;2
poivron;favorise;carotte;6
poivron;favorise;chou;7
pomme de terre;favorise;kiwi;1
pomme de terre;favorise;asperge;10
pomme de terre;favorise;camomille allemande;6
pomme de terre;favorise;capucine;7
pomme de terre;favorise;celeri;2
pomme de terre;favorise;chanvre;7
pomme de terre;favorise;chou;7
pomme de terre;favorise;ciboulette chinoise;1
pomme de terre;favorise;coriandre;4
pomme de terre;favorise;feve;5
pomme de terre;favorise;feverolle;3
pomme de terre;favorise;haricot;3
pomme de terre;favorise;morelle de balbis;7
pomme de terre;favorise;pois;3
pomme de terre;favorise;radis;5
pomme de terre;favorise;souci;2
pomme de terre;defavorise;concombre;0
pommier;favorise;phacelie;6
pommier;favorise;panicaut;8
pommier;favorise;camomille allemande;6
pommier;favorise;potentille;9
pommier;favorise;trefle blanc;5
pommier;favorise;capucine;7
pommier;favorise;nerprun alaterne;5
pommier;favorise;noyer;7
pommier;defavorise;baguenaudier;0
potentille;defavorise;pommier;0
potiron;favorise;haricot;3
potiron;favorise;mais;1
potiron;favorise;asperge;10
potiron;favorise;celeri;2
potiron;favorise;chou;7
potiron;favorise;laitue;6
potiron;favorise;mache;9
potiron;favorise;pois;3
potiron;favorise;oignon;8
potiron;favorise;basilic;10
potiron;favorise;ciboulette;2
potiron;favorise;coriandre;4
potiron;favorise;origan;8
potiron;favorise;capucine;7
potiron;favorise;tanaisie commune;4
potiron;favorise;tournesol;7
potiron;defavorise;fenouil;0
potiron;favorise;pommier;10
potiron;favorise;radis;5
potiron;favorise;brocoli;1
potiron;favorise;artichaut;8
prunier;favorise;framboisier;9
prunier;favorise;cerisier;4
prunier;defavorise;fusain d'europe;0
prunier;defavorise;erable;0
prunier;defavorise;orme;0
prunier;defavorise;noisetier;0
puceron de la carotte;defavorise;carotte;0
puceron;defavorise;pommier;0
puceron;defavorise;rosier;0
radis;favorise;cresson;2
radis;favorise;genet;3
radis;favorise;cerfeuil commun;10
radis;favorise;panais;5
radis;favorise;carotte;6
radis;favorise;pois;3
radis;favorise;concombre;6
radis;favorise;cornichon;8
radis;favorise;epinard;8
radis;favorise;haricot;3
radis;favorise;celeri;2
radis;favorise;pomme de terre;4
radis;favorise;tomate;2
radis;favorise;oignon;8
radis;defavorise;ciboulette;0
radis;defavorise;chou;0
ricin;repousse;nematode;0
ricin;repousse;doryphore;0
romarin;favorise;chou;7
romarin;favorise;carotte;6
romarin;favorise;achillee millefeuille;6
romarin;defavorise;sauge;0
romarin;repousse;altise du colza;0
roquette;favorise;betterave;7
roquette;favorise;carotte;6
roquette;favorise;chicoree;10
rosier;favorise;lavande;3
rosier;favorise;persil;6
rosier;favorise;rue fetide;4
rosier;favorise;tanaisie commune;4
rosier;favorise;souci;2
rosier;favorise;thym;1
rosier;favorise;tomate;2
rosier;favorise;epinard;8
rosier;favorise;ail;4
rosier;favorise;ciboulette;2
rosier;favorise;oignon;8
rosier;favorise;echalote;9
rue fetide;favorise;cerisier;4
rue fetide;favorise;rosier;1
rue fetide;favorise;framboisier;9
rue fetide;repousse;rat;0
rue fetide;repousse;limace;0
rue fetide;repousse;puceron;0
rue fetide;repousse;nematode;0
rue fetide;defavorise;basilic;0
rue fetide;defavorise;camomille allemande;0
rue fetide;defavorise;achillee millefeuille;0
sarrasin;attire;syrphide;0
sarrasin;attire;papillon;0
sarriette;favorise;pois;3
sarriette;favorise;feve;5
sarriette;favorise;haricot;3
sarriette;defavorise;sauge;0
sarriette;repousse;puceron;0
sarriette;defavorise;navet;0
sarriette;defavorise;radis;0
sauge;favorise;chou;7
sauge;defavorise;thym;0
sauge;defavorise;romarin;0
sauge;defavorise;melisse citronnelle;0
sauge;defavorise;sarriette;0
sauge;defavorise;coriandre;0
sauge;defavorise;absinthe;0
sauge;favorise;navet;7
sauge;favorise;haricot;3
sauge;favorise;carotte;6
sauge;favorise;radis;5
sauge;favorise;groseillier;9
sauge;favorise;agrume;3
souci;favorise;fraisier des bois;9
souci;favorise;chicoree;10
souci;favorise;haricot;3
souci;favorise;pomme de terre;4
souci;favorise;tomate;2
souci;favorise;rosier;1
souci;defavorise;fenouil;0
souci;defavorise;ail;0
souci;defavorise;sarrasin;0
souci;favorise;framboisier;9
souci;repousse;nematode;0
souci;attire;coccinelle;0
souci;attire;punaise;0
sureau;repousse;altise du colza;0
sureau;repousse;fourmi;0
sureau;repousse;campagnol;0
syrphide;repousse;puceron;0
tanaisie commune;favorise;pecher;1
tanaisie commune;favorise;rosier;1
tanaisie commune;repousse;puceron;0
tanaisie commune;attire;syrphide;0
tanaisie commune;attire;coccinelle;0
tanaisie commune;repousse;fourmi;0
teigne du poireau;defavorise;poireau;0
thrips de l'oignon;defavorise;oignon;0
thym;favorise;chou;7
thym;favorise;rosier;1
thym;favorise;fraisier des bois;9
thym;defavorise;sauge;0
thym;repousse;limace;0
thym;repousse;escargot;0
thym;repousse;puceron;0
tomate;favorise;rosier d'inde;7
tomate;favorise;oeillet d'inde;8
tomate;favorise;cosmos;5
tomate;favorise;camomille allemande;6
tomate;favorise;chou;7
tomate;favorise;geranium;2
tomate;favorise;inule visqueuse;5
tomate;favorise;pasteque;8
tomate;favorise;concombre;6
tomate;favorise;rosier;1
tomate;favorise;carotte;6
tomate;favorise;epinard;8
tomate;favorise;haricot;3
tomate;favorise;oignon;8
tomate;favorise;persil;6
tomate;favorise;poireau;1
tomate;favorise;laitue;6
tomate;defavorise;pomme de terre;0
tomate;defavorise;tournesol;0
tomate;defavorise;betterave;0
tomate;defavorise;fenouil;0
tomate;defavorise;fraisier des bois;0
tomate;repousse;altise du colza;0
tomate;repousse;fourmi;0
tomate;repousse;mouche de la carotte;0
topinambour;favorise;epinard;8
tournesol;favorise;courge;1
tournesol;favorise;haricot;3
tournesol;favorise;mais;1
tournesol;defavorise;radis;0
tournesol;defavorise;moutarde;0
tournesol;defavorise;tomate;0
tournesol;defavorise;laitue;0
tournesol;defavorise;concombre;0
trefle blanc;favorise;chou;7
trefle blanc;favorise;fraisier des bois;9
trefle blanc;favorise;mache;9
trefle blanc;favorise;poirier commun;4
trefle blanc;favorise;mais;1
trefle blanc;favorise;pommier;10
trefle blanc;favorise;vigne;9
trefle blanc;defavorise;groseillier;0
trefle blanc;repousse;puceron;0
vigne;favorise;origan;8
vigne;favorise;pecher;1
vigne;favorise;pommier;10
vigne;favorise;rosier;1
vigne;favorise;trefle blanc;5
vigne;defavorise;laurier-sauce;0
